#cutoff=3.50000000
0.116666667E-01,300,46,43,36,47,36,46,43,32,34,42,38,35,35,42,37,39,19,30,34,19,29,28,25,37,29,25,24,23,21,25,18,19,20,16,18,12,16,28,22,15,14,16,12,16,7,14,11,17,10,13,16,12,16,13,12,7,12,9,10,6,9,14,10,11,7,12,7,13,5,7,11,13,8,4,6,3,4,8,8,4,5,9,15,7,3,5,5,7,9,4,4,9,2,6,0,4,4,3,2,3,7,9,5,1,5,3,6,6,4,5,1,7,3,3,2,4,1,1,1,1,3,2,2,4,2,2,3,4,4,1,5,2,5,0,0,3,1,1,2,0,2,0,1,1,3,2,1,1,0,1,1,1,1,4,1,1,0,2,0,1,1,1,0,3,2,0,2,2,1,0,0,1,1,2,2,1,0,1,0,0,1,1,0,0,0,1,0,1,2,0,1,0,1,1,1,2,0,1,0,0,0,2,1,1,1,1,0,0,1,1,0,1,1,0,0,3,2,0,0,1,1,0,1,2,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0
0.116666667E-01,300,42,58,49,41,41,37,28,52,39,41,28,42,35,29,40,28,33,34,26,25,31,27,21,39,25,21,28,24,23,20,16,23,16,20,22,18,17,17,12,15,19,8,11,12,12,12,13,19,17,18,15,8,11,14,13,8,10,10,14,10,11,8,7,13,5,9,2,6,10,5,5,5,11,10,9,8,6,8,3,5,10,8,4,5,2,4,8,7,7,7,9,3,3,8,3,2,3,4,5,5,0,2,5,5,4,4,1,6,4,3,1,3,3,5,3,6,2,2,4,1,2,5,3,10,6,1,1,0,4,2,1,1,2,5,0,2,0,2,3,3,1,2,2,3,1,1,3,1,0,3,1,5,0,3,4,2,0,2,0,2,0,0,0,1,1,0,1,3,1,0,2,0,1,0,0,1,3,3,1,1,0,2,0,0,3,1,0,2,0,1,0,1,0,1,0,1,1,0,1,2,0,0,0,1,2,0,1,1,0,1,0,0,1,2,2,1,0,0,2,1,0,0,0,0,1,0,1,0,4,2,1,2,1,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.116666667E-01,300,47,47,31,37,37,35,38,29,28,25,23,34,36,26,33,20,30,25,17,21,22,21,30,28,22,26,24,26,15,17,24,25,25,20,16,17,22,20,20,12,12,14,21,16,16,11,12,9,16,15,17,11,16,14,8,10,14,13,8,12,12,8,9,15,7,8,4,10,11,8,6,10,9,8,10,11,5,1,3,4,4,11,6,5,6,9,7,6,6,6,10,8,8,5,7,5,2,1,6,3,1,5,2,7,3,7,2,6,6,7,5,4,3,3,1,7,3,5,3,4,1,4,3,2,7,3,4,4,4,1,1,7,3,7,1,1,1,3,3,2,1,1,2,1,0,2,3,1,3,3,2,1,2,4,1,1,2,1,3,4,1,1,2,3,4,3,0,1,2,4,2,3,0,1,2,4,2,2,2,2,2,2,2,5,0,1,0,2,1,1,3,1,1,1,1,0,0,0,1,2,2,0,1,0,1,0,0,3,0,0,0,0,1,0,1,2,2,2,4,2,0,2,0,0,1,1,0,1,2,2,1,1,0,1,1,2,3,0,1,0,2,1,1,1,1,2,0,1,1,1,2,0,0,0,2,2,1,1,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1
0.116666667E-01,300,41,37,43,52,44,31,33,37,57,37,50,26,23,25,29,27,39,36,40,20,19,22,22,22,24,29,27,24,14,21,18,21,17,24,20,7,14,18,22,8,13,11,13,14,15,13,13,17,18,11,17,14,15,8,11,14,12,10,10,9,9,9,8,5,14,9,11,10,9,5,11,13,11,8,3,9,4,9,10,8,5,7,8,8,11,5,8,3,6,8,5,3,7,1,9,5,6,4,5,5,3,3,8,5,6,5,2,4,3,2,7,4,2,3,6,2,1,2,4,8,1,0,4,2,3,4,2,3,1,4,4,3,2,2,0,0,0,0,2,1,1,2,2,2,1,1,3,1,3,3,4,1,2,2,2,2,0,1,1,0,2,3,3,2,2,2,0,1,2,2,1,1,2,0,1,0,2,4,0,0,0,3,1,2,0,1,1,0,0,1,0,0,2,0,2,2,1,0,0,0,1,0,0,1,3,0,1,0,1,0,0,0,1,0,0,1,1,0,2,1,0,0,1,1,1,0,2,0,1,2,2,0,3,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0
0.116666667E-01,300,40,37,35,40,44,42,45,39,47,35,30,29,28,47,22,37,41,32,27,32,30,27,29,24,23,20,22,26,30,17,19,24,24,15,11,20,15,20,14,17,24,12,11,13,17,15,12,15,12,15,13,14,11,15,10,9,9,5,8,12,12,9,13,6,11,7,7,10,6,4,10,9,12,13,7,7,7,10,6,5,3,8,7,8,7,3,12,1,3,3,3,6,7,4,7,2,3,5,7,8,4,7,2,2,3,1,5,4,5,6,5,3,9,4,3,5,5,2,1,3,2,1,4,2,2,1,3,2,3,3,3,4,3,2,3,1,2,0,1,2,1,2,3,3,1,1,2,0,1,4,4,5,0,0,2,0,1,2,4,1,0,3,1,1,0,2,1,1,0,2,2,1,0,2,1,2,0,1,3,1,2,0,0,0,2,0,0,2,1,2,1,0,0,1,1,1,1,0,1,1,0,1,0,1,3,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.116666667E-01,300,59,44,45,38,37,32,29,37,34,34,33,30,23,30,29,24,28,36,27,22,35,29,24,22,21,26,15,19,25,17,25,16,19,33,15,22,22,19,11,14,20,14,12,14,12,7,16,12,12,18,11,14,5,14,10,15,6,11,17,9,7,8,11,10,10,8,11,15,8,5,3,10,8,10,8,11,7,11,6,3,6,2,7,10,8,7,9,5,12,6,7,2,5,3,4,4,3,8,8,8,4,5,6,5,5,3,4,3,6,5,2,4,3,0,1,7,2,3,6,3,3,2,2,3,1,2,4,1,3,2,1,4,2,2,4,4,0,1,2,1,5,0,2,0,1,1,1,2,0,3,2,4,1,2,4,2,0,4,1,2,1,2,0,1,1,0,4,2,3,2,2,1,0,1,2,2,4,4,2,2,4,0,1,1,1,1,1,3,2,0,2,2,0,1,1,2,0,2,0,2,1,2,0,3,1,1,0,2,1,0,0,1,3,0,1,0,4,0,0,2,2,0,2,2,0,0,0,3,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2,0,0,2,1,0,0,1,0,1,2,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,2,0,1,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
0.116666667E-01,300,43,47,44,30,36,44,36,32,33,38,36,36,30,29,27,28,26,35,31,23,34,27,32,42,21,25,19,16,15,24,25,31,26,16,14,12,19,14,14,12,15,12,13,15,15,8,16,14,9,12,17,10,17,8,10,19,12,10,14,7,13,15,11,11,11,11,8,6,6,8,7,10,7,7,9,5,9,3,3,10,6,5,9,7,4,9,7,4,4,3,4,8,4,3,5,5,4,5,6,4,5,8,5,7,7,3,3,4,2,3,6,3,2,0,5,3,3,4,1,4,1,5,2,4,4,3,4,4,2,2,1,2,2,0,0,3,2,2,2,3,1,2,3,1,3,4,2,2,1,1,4,3,2,5,0,2,1,0,1,3,1,1,0,3,1,0,2,0,1,4,2,4,1,0,1,2,0,1,3,1,0,1,1,0,0,2,4,3,1,0,1,0,0,0,0,1,3,3,0,0,1,2,1,1,3,3,0,1,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,1,0,2,0,0,2,0,0,0,3,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,1,0,0
0.116666667E-01,300,38,42,44,57,43,44,37,32,42,39,29,33,26,35,34,17,24,27,28,23,25,23,21,32,19,29,22,19,19,19,27,20,22,22,18,19,20,19,12,20,22,13,16,10,11,20,18,19,12,13,16,10,8,15,11,12,7,11,10,12,13,8,9,9,8,4,9,8,2,7,7,11,8,10,13,7,10,7,1,8,7,8,6,7,12,8,8,7,1,10,5,4,10,4,2,2,5,2,3,3,5,2,6,2,5,2,2,2,3,2,4,4,6,6,2,5,4,4,2,4,1,2,1,5,2,4,5,1,3,2,2,5,1,2,0,1,3,1,2,3,3,4,1,2,2,0,0,5,2,1,2,2,1,2,3,2,2,3,1,1,2,4,7,0,2,1,1,1,2,1,0,4,0,1,1,0,2,3,0,1,0,0,1,3,2,0,0,1,0,0,0,2,1,0,1,1,0,1,0,1,1,1,0,3,1,0,2,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,2,1,2,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,1,2,0,0,1,1,0,0,2,1,0,0,1,0,4,2,2,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0.116666667E-01,300,53,52,46,41,38,37,43,34,42,33,30,40,31,26,31,37,32,22,25,31,25,31,32,30,24,31,20,26,26,20,22,12,20,21,22,20,21,16,15,16,13,14,14,12,14,12,11,11,12,14,11,8,15,14,11,10,18,3,5,4,6,10,7,13,8,8,6,12,7,3,8,8,11,9,8,11,2,6,5,6,8,10,7,6,11,7,4,4,4,9,5,5,3,6,3,5,2,3,6,4,6,4,4,1,5,3,5,5,4,1,3,3,3,4,7,1,6,3,4,2,4,2,2,1,4,1,1,3,3,1,2,2,3,3,1,0,2,2,2,3,2,4,1,4,1,4,3,1,3,1,0,2,6,1,3,1,4,2,0,1,1,4,1,2,1,3,0,2,1,1,2,2,4,0,1,1,1,1,1,1,0,0,0,0,3,1,0,0,1,1,2,2,0,0,2,0,2,1,0,1,2,0,0,0,2,1,0,0,1,1,1,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,2,3,0,0,0,2,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,0,0,2,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0
0.116666667E-01,300,36,22,43,38,36,35,30,40,33,39,33,37,27,36,33,52,26,30,25,33,23,37,29,16,24,22,24,18,22,23,20,31,17,19,11,15,22,14,20,10,15,16,11,13,18,19,16,13,27,16,10,11,5,8,18,11,15,9,9,11,8,7,14,14,12,17,8,6,8,9,12,9,4,8,10,5,8,4,7,10,1,5,5,5,5,3,7,8,8,6,3,10,5,7,4,5,6,6,5,5,3,6,5,3,4,4,3,3,5,6,2,0,4,3,3,2,3,4,1,5,3,4,0,2,2,0,7,6,4,2,1,3,1,3,1,5,4,5,2,2,3,0,1,1,3,1,1,1,2,1,1,0,0,3,1,2,0,1,2,2,0,3,1,1,4,1,2,1,1,1,0,5,1,5,1,1,2,2,3,2,1,0,1,0,0,1,2,0,1,0,1,2,2,0,1,2,2,0,0,3,1,1,0,0,1,1,1,0,2,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
