1.166666670000003452e-02 1.186141521397278131e+00
2.333333340000006903e-02 1.141303542970919738e+00
3.500000010000010181e-02 1.114164766554966324e+00
4.666666680000013806e-02 1.106495112350457610e+00
5.833333350000017431e-02 1.102660285248203476e+00
7.000000020000020362e-02 1.085551056638145662e+00
8.166666690000023987e-02 1.074931535431902896e+00
9.333333360000027612e-02 1.049857665917163008e+00
1.050000003000003124e-01 1.028028650104330755e+00
1.166666670000003486e-01 1.024193823002076620e+00
1.283333337000003849e-01 9.843706184786661373e-01
1.400000004000004072e-01 9.964650731857760402e-01
1.516666671000004574e-01 9.752260307732906197e-01
1.633333338000004797e-01 9.418925336536952964e-01
1.750000005000005299e-01 9.168186641389555191e-01
1.866666672000005522e-01 9.587067755635796384e-01
1.983333339000005746e-01 9.185885843399960171e-01
2.100000006000006247e-01 9.044292227316724775e-01
2.216666673000006471e-01 9.153437306380886040e-01
2.333333340000006972e-01 8.817152468183198089e-01
2.450000007000007196e-01 8.758155128148517043e-01
2.566666674000007697e-01 8.495616964994182618e-01
2.683333341000008199e-01 8.466118294976842096e-01
2.800000008000008145e-01 8.008888909708057335e-01
2.916666675000008646e-01 8.221279333832911540e-01
3.033333342000009147e-01 8.059036648737537556e-01
3.150000009000009094e-01 8.000039308702854290e-01
3.266666676000009595e-01 8.059036648737537556e-01
3.383333343000010096e-01 7.814197687593607000e-01
3.500000010000010597e-01 7.604757130470487514e-01
3.616666677000010544e-01 7.339269100314419481e-01
3.733333344000011045e-01 7.684403539517307147e-01
3.850000011000011546e-01 7.070831203156616729e-01
3.966666678000011492e-01 7.059031735149680076e-01
4.083333345000011994e-01 7.044282400141009814e-01
4.200000012000012495e-01 7.188825883225979929e-01
4.316666679000012996e-01 7.026583198130605945e-01
4.433333346000012942e-01 7.056081868147946468e-01
4.550000013000013444e-01 6.775844502983207063e-01
4.666666680000013945e-01 6.528055674837544009e-01
4.783333347000013891e-01 6.486757536813266833e-01
4.900000014000014392e-01 6.351063654733498653e-01
5.016666681000014893e-01 6.430710063780319397e-01
5.133333348000015395e-01 6.179971368632921624e-01
5.250000015000015896e-01 6.179971368632921624e-01
5.366666682000016397e-01 6.318615117714422302e-01
5.483333349000015788e-01 5.761090254386679321e-01
5.600000016000016290e-01 5.896784136466447501e-01
5.716666683000016791e-01 5.884984668459511958e-01
5.833333350000017292e-01 5.761090254386679321e-01
5.950000017000017793e-01 5.640145707315582513e-01
6.066666684000018295e-01 5.722741983364136864e-01
6.183333351000018796e-01 5.678493978338126080e-01
6.300000018000018187e-01 5.823037461423096195e-01
6.416666685000018688e-01 5.271412332098821540e-01
6.533333352000019190e-01 5.300911002116162063e-01
6.650000019000019691e-01 5.306810736119630389e-01
6.766666686000020192e-01 5.120969115010383099e-01
6.883333353000020693e-01 5.238963795079746300e-01
7.000000020000021195e-01 5.061971774975700944e-01
7.116666687000020586e-01 5.064921641977434552e-01
7.233333354000021087e-01 4.902678956882059458e-01
7.350000021000021588e-01 4.876130153866453099e-01
7.466666688000022090e-01 4.970525897921942993e-01
7.583333355000022591e-01 4.764035207800558225e-01
7.700000022000023092e-01 4.696188266760673025e-01
7.816666689000023593e-01 4.507396778649691571e-01
7.933333356000022984e-01 4.622441591717320608e-01
8.050000023000023486e-01 4.560494384680904845e-01
8.166666690000023987e-01 4.501497044646223245e-01
8.283333357000024488e-01 4.413001034594200012e-01
8.400000024000024990e-01 4.330404758545646215e-01
8.516666691000025491e-01 4.587043187696512314e-01
8.633333358000025992e-01 4.244858615495357146e-01
8.750000025000025383e-01 4.141613270434663652e-01
8.866666692000025884e-01 4.194710876465878036e-01
8.983333359000026386e-01 4.041317792375704876e-01
9.100000026000026887e-01 3.946922048320213872e-01
9.216666693000027388e-01 4.035418058372236549e-01
9.333333360000027890e-01 3.994119920347959929e-01
9.450000027000028391e-01 3.955771649325415806e-01
9.566666694000027782e-01 3.707982821179753308e-01
9.683333361000028283e-01 3.678484151162411675e-01
9.800000028000028784e-01 3.734531624195359112e-01
9.916666695000029286e-01 3.823027634247382345e-01
1.003333336200002979e+00 3.675534284160677512e-01
1.015000002900003029e+00 3.696183353172816100e-01
1.026666669600003079e+00 3.495592397054897993e-01
1.038333336300003129e+00 3.728631890191891340e-01
1.050000003000003179e+00 3.236004100902298286e-01
1.061666669700003229e+00 3.471993461041025242e-01
1.073333336400003279e+00 3.339249445962991225e-01
1.085000003100003108e+00 3.348099046968193160e-01
1.096666669800003158e+00 3.303851041942182376e-01
1.108333336500003208e+00 3.005914474767038547e-01
1.120000003200003258e+00 3.011814208770507428e-01
1.131666669900003308e+00 3.365798248978598139e-01
1.143333336600003358e+00 3.032463277782645461e-01
1.155000003300003408e+00 3.070811548805189028e-01
1.166666670000003458e+00 2.935117666725420849e-01
1.178333336700003509e+00 2.914468597713282261e-01
1.190000003400003559e+00 2.820072853657791256e-01
1.201666670100003609e+00 3.032463277782645461e-01
1.213333336800003659e+00 2.710927774593629991e-01
1.225000003500003709e+00 2.616532030538138986e-01
1.236666670200003759e+00 2.923318198718484195e-01
1.248333336900003587e+00 2.778774715633514081e-01
1.260000003600003637e+00 2.643080833553745901e-01
1.271666670300003688e+00 2.587033360520797909e-01
1.283333337000003738e+00 2.513286685477445492e-01
1.295000003700003788e+00 2.510336818475711329e-01
1.306666670400003838e+00 2.572284025512127648e-01
1.318333337100003888e+00 2.687328838579757240e-01
1.330000003800003938e+00 2.560484557505191550e-01
1.341666670500003988e+00 2.519186419480913819e-01
1.353333337200004038e+00 2.504437084472243558e-01
1.365000003900004089e+00 2.404141606413284227e-01
1.376666670600004139e+00 2.348094133380336512e-01
1.388333337300004189e+00 2.374642936395943149e-01
1.400000004000004239e+00 2.197650916291898071e-01
1.411666670700004067e+00 2.247798655321377459e-01
1.423333337400004117e+00 2.297946394350857124e-01
1.435000004100004167e+00 2.256648256326579671e-01
1.446666670800004217e+00 2.256648256326579671e-01
1.458333337500004268e+00 2.044257832201725189e-01
1.470000004200004318e+00 2.129803975252013704e-01
1.481666670900004368e+00 2.147503177262418406e-01
1.493333337600004418e+00 2.073756502219065989e-01
1.505000004300004468e+00 1.976410891161841099e-01
1.516666671000004518e+00 1.970511157158372773e-01
1.528333337700004568e+00 1.958711689151436397e-01
1.540000004400004618e+00 2.067856768215597940e-01
1.551666671100004669e+00 1.814168206066466005e-01
1.563333337800004719e+00 2.038358098198257140e-01
1.575000004500004769e+00 1.899714349116754519e-01
1.586666671200004597e+00 1.787619403050859368e-01
1.598333337900004647e+00 1.952811955147968348e-01
1.610000004600004697e+00 1.799418871057795466e-01
1.621666671300004747e+00 1.766970334038720503e-01
1.633333338000004797e+00 1.884965014108083980e-01
1.645000004700004848e+00 1.781719669047390764e-01
1.656666671400004898e+00 1.761070600035252454e-01
1.668333338100004948e+00 1.675524456984963662e-01
1.680000004800004998e+00 1.849566610087275131e-01
1.691666671500005048e+00 1.699123392998836413e-01
1.703333338200005098e+00 1.519181505893056894e-01
1.715000004900005148e+00 1.613577249948547898e-01
1.726666671600005198e+00 1.584078579931207098e-01
1.738333338300005249e+00 1.451334564853172804e-01
1.750000005000005077e+00 1.619476983952016225e-01
1.761666671700005127e+00 1.471983633865311392e-01
1.773333338400005177e+00 1.522131372894791057e-01
1.785000005100005227e+00 1.542780441906929922e-01
1.796666671800005277e+00 1.442484963847970314e-01
1.808333338500005327e+00 1.445434830849704755e-01
1.820000005200005377e+00 1.507382037886120518e-01
1.831666671900005428e+00 1.637176185962420649e-01
1.843333338600005478e+00 1.522131372894791057e-01
1.855000005300005528e+00 1.492632702877450257e-01
1.866666672000005578e+00 1.345139352790745702e-01
1.878333338700005628e+00 1.442484963847970314e-01
1.890000005400005678e+00 1.380537756811554828e-01
1.901666672100005728e+00 1.424785761837566167e-01
1.913333338800005556e+00 1.268442810745659122e-01
1.925000005500005607e+00 1.339239618787277653e-01
1.936666672200005657e+00 1.315640682773404624e-01
1.948333338900005707e+00 1.315640682773404624e-01
1.960000005600005757e+00 1.253693475736988860e-01
1.971666672300005807e+00 1.168147332686700068e-01
1.983333339000005857e+00 1.259593209740456909e-01
1.995000005700005907e+00 1.233044406724849995e-01
2.006666672400005957e+00 1.185846534697104770e-01
2.018333339100006008e+00 1.153397997678029530e-01
2.030000005800006058e+00 1.159297731681497856e-01
2.041666672500006108e+00 1.182896667695370607e-01
2.053333339200006158e+00 1.132748928665891081e-01
